player_id,full_name,known_as,dob,position,nationality,status
CAF_MW_000089,Gumbikani Banda,,,,,active
CAF_MW_000556,Lumbani Nyondo,,,,,active
CAF_MW_000090,Hadji Dyton,,,,,active
CAF_MW_000557,Rahim Mtondera,,,,,active
CAF_MW_000091,Hajap Fatch,,,,,active
CAF_MW_000092,Hakim Mponda,,,,,active
CAF_MW_000558,Praise Macholowe,,,,,active
CAF_MW_000093,Hanif Jafari,,,,,active
CAF_MW_000559,Hasan Shaib,,,,,active
CAF_MW_000560,Arron Chapola,,,,,active
CAF_MW_000094,Happy Mwakausi,,,,,active
CAF_MW_000561,Conex Itimu,,,,,active
CAF_MW_000095,Harry Robert,,,,,active
CAF_MW_000562,Shalaf Duwe,,,,,active
CAF_MW_000096,Harvey Nasiyaya,,,,,active
CAF_MW_000563,Peter Stephano,,,,,active
CAF_MW_000097,Hassani Luwembe,,,,,active
CAF_MW_000564,Clement Shawa,,,,,active
CAF_MW_000098,Hastings Malinda,,,,,active
CAF_MW_000565,Bashir Mussa,,,,,active
CAF_MW_000099,Hastings Ndau,,,,,active
CAF_MW_000566,Yamikan Victor,,,,,active
CAF_MW_000100,Haswell Chiwaya,,,,,active
CAF_MW_000567,Cosmas Mdoka,,,,,active
CAF_MW_000101,,,,,,active
CAF_MW_000568,Kondwani Jere,,,,,active
CAF_MW_000102,Hope Namadzunda,,,,,active
CAF_MW_000569,Christian Nyanda,,,,,active
CAF_MW_000103,Howard Moses,,,,,active
CAF_MW_000570,Kizito Thethe,,,,,active
CAF_MW_000104,Hussein Sanudi,,,,,active
CAF_MW_000105,Idrisah Juma,,,,,active
CAF_MW_000571,Christian Zing'ande,,,,,active
CAF_MW_000572,Fransis Chiwaya,,,,,active
CAF_MW_000106,Innocent Jauma,,,,,active
CAF_MW_000573,Clement Majawa,,,,,active
CAF_MW_000107,,,,,,active
CAF_MW_000108,,,,,,active
CAF_MW_000574,Davei Million,,,,,active
CAF_MW_000575,Uchizi Vunga,,,,,active
CAF_MW_000109,Innocent Shema,,,,,active
CAF_MW_000576,Chikondi Likambale,,,,,active
CAF_MW_000110,Isaac Kaliati,,,,,active
CAF_MW_000577,Mally Kosongo,,,,,active
CAF_MW_000111,,,,,,active
CAF_MW_000578,Innocent Nyasulu,,,,,active
CAF_MW_000112,Ishmael Hassan,,,,,active
CAF_MW_000579,Yamikani Mologeni,,,,,active
CAF_MW_000113,James Lumbe,,,,,active
CAF_MW_000114,James Tambwali,,,,,active
CAF_MW_000580,Emmanuel Kaunga,,,,,active
CAF_MW_000581,Prince Chiumia,,,,,active
CAF_MW_000115,Jerry Kalume,,,,,active
CAF_MW_000582,Wongani Lungu,,,,,active
CAF_MW_000116,Jimmy Banda,,,,,active
CAF_MW_000583,Maxwell Phado,,,,,active
CAF_MW_000117,Joel Banda,,,,,active
CAF_MW_000584,Misheck Billiat,,,,,active
CAF_MW_000118,John Dambuleni,,,,,active
CAF_MW_000585,Frank Willard,,,,,active
CAF_MW_000119,Joseph Masamba,,,,,active
CAF_MW_000586,Kondwani Tebulo,,,,,active
CAF_MW_000120,Joseph Mbaga,,,,,active
CAF_MW_000121,Joshua Chawinga,,,,,active
CAF_MW_000587,Andrew Jovinala,,,,,active
CAF_MW_000588,Maclean Mwale,,,,,active
CAF_MW_000122,Kelvin Chimodzi,,,,,active
CAF_MW_000589,Aaron Chilipa,,,,,active
CAF_MW_000123,Kennedy Mwakabaghe,,,,,active
CAF_MW_000590,Madalitso Safuli,,,,,active
CAF_MW_000124,Khumbo Mhone,,,,,active
CAF_MW_000591,Sean McBrams,,,,,active
CAF_MW_000125,Khursheed Muhammad,,,,,active
CAF_MW_000126,Kondwani Dundu,,,,,active
CAF_MW_000592,Dastan Banda,,,,,active
CAF_MW_000593,Eddie Jamu,,,,,active
CAF_MW_000127,Kondwani Kucheza,,,,,active
CAF_MW_000594,Pilirani Thulu,,,,,active
CAF_MW_000128,Kondwani Langa,,,,,active
CAF_MW_000595,Innocent Chitete,,,,,active
CAF_MW_000129,Kondwani Mhone,,,,,active
CAF_MW_000596,Yusuf Adesola Abdul-Waheed,,,,,active
CAF_MW_000130,Kondwani Phiri,,,,,active
CAF_MW_000131,Kondwani Siliya,,,,,active
CAF_MW_000597,William Mwalwimba,,,,,active
CAF_MW_000598,Casto Kayuni,,,,,active
CAF_MW_000132,Kondwani Thwadya,,,,,active
CAF_MW_000599,Erick Mandanda,,,,,active
CAF_MW_000133,Kwandwani Twaja,,,,,active
CAF_MW_000600,Godfry Siwale,,,,,active
CAF_MW_000134,Lameck Mithi,,,,,active
CAF_MW_000601,Steven Steven,,,,,active
CAF_MW_000135,Landwell Nyirenda,,,,,active
CAF_MW_000136,Laurent Banda,,,,,active
CAF_MW_000602,Lovemore Ngolombe,,,,,active
CAF_MW_000603,Micheal Mwalilino,,,,,active
CAF_MW_000137,Legani Saidi,,,,,active
CAF_MW_000604,Samson Sakanya,,,,,active
CAF_MW_000138,Lennox Kiwambe,,,,,active
CAF_MW_000605,Gracian Kazembe,,,,,active
CAF_MW_000139,Leo Kachikho,,,,,active
CAF_MW_000140,Leo Kaira,,,,,active
CAF_MW_000606,Chimwemwe Myombe,,,,,active
CAF_MW_000607,Raphael Nkhoma,,,,,active
CAF_MW_000141,Leonard Mpanje,,,,,active
CAF_MW_000608,Anthony Mwalilino,,,,,active
CAF_MW_000142,Levison Mnyenyembe,,,,,active
CAF_MW_000609,Thomson Khunga,,,,,active
CAF_MW_000143,Lucky Mkandawire,,,,,active
CAF_MW_000610,Ganizani Banda,,,,,active
CAF_MW_000144,Luke Ntope,,,,,active
CAF_MW_000611,Vincent Kampira,,,,,active
CAF_MW_000145,Lyson Nkhoma,,,,,active
CAF_MW_000612,Precious Juma,,,,,active
CAF_MW_000146,Lyton Luciano,,,,,active
CAF_MW_000613,Feston Botoman,,,,,active
CAF_MW_000147,Macray Chiwaya,,,,,active
CAF_MW_000148,Madalitso Banda,,,,,active
CAF_MW_000614,Zaneel Jussab,,,,,active
CAF_MW_000615,Matthews Nkunika,,,,,active
CAF_MW_000149,Madalitso Chisomba,,,,,active
CAF_MW_000616,Charles Kasalanga,,,,,active
CAF_MW_000150,Madalitso Chiumia,,,,,active
CAF_MW_000617,Jazil Bannet,,,,,active
CAF_MW_000151,Madalitso Haji,,,,,active
CAF_MW_000618,Eustache Baraki,,,,,active
CAF_MW_000152,Madalitso Maso,,,,,active
CAF_MW_000619,Rashid Nicks,,,,,active
CAF_MW_000153,Madalitso Mwachumu,,,,,active
CAF_MW_000620,Felix Jalasi,,,,,active
CAF_MW_000154,Mario Mkhoma,,,,,active
CAF_MW_000155,Marko Chiwaya,,,,,active
CAF_MW_000621,Yankho Phiri,,,,,active
CAF_MW_000622,Henzie Manganyera,,,,,active
CAF_MW_000156,Martin Adam,,,,,active
CAF_MW_000623,Ninu Khosomola,,,,,active
CAF_MW_000157,Matamando Mwatchipisa,,,,,active
CAF_MW_000624,Francis Chimbayo,,,,,active
CAF_MW_000158,Mathews Mtalakwesi,,,,,active
CAF_MW_000625,Innocent Ngunga,,,,,active
CAF_MW_000159,Mathews Nkunika,,,,,active
CAF_MW_000626,Blessings Mathyola,,,,,active
CAF_MW_000160,Mathews Tivalenji,,,,,active
CAF_MW_000627,Rafael Iman,,,,,active
CAF_MW_000161,Matthews Masamba,,,,,active
CAF_MW_000628,Maxwell Sakanamba,,,,,active
CAF_MW_000162,Matthews Simbeye,,,,,active
CAF_MW_000629,Hastings Masinda,,,,,active
CAF_MW_000163,Mavuto Kamunga,,,,,active
CAF_MW_000630,Dalisoul Yawanda,,,,,active
CAF_MW_000164,Maxwel Msowoya,,,,,active
CAF_MW_000165,Maxwell Mangwere,,,,,active
CAF_MW_000631,Edson Chisalo,,,,,active
CAF_MW_000632,Chimwemwe Masha,,,,,active
CAF_MW_000166,Maxwell Owen,,,,,active
CAF_MW_000633,Geoffrey Chinyama,,,,,active
CAF_MW_000167,Maxwell Phodo,,,,,active
CAF_MW_000634,Peter Kasiya,,,,,active
CAF_MW_000168,Mayamiko Jimmy,,,,,active
CAF_MW_000635,Frank Tembo,,,,,active
CAF_MW_000169,Mcdonald Lameck,,,,,active
CAF_MW_000636,Jacob Banda,,,,,active
CAF_MW_000170,McMillan Mwale,,,,,active
CAF_MW_000637,Arthur Chindaya,,,,,active
CAF_MW_000171,Medson Dozola,,,,,active
CAF_MW_000172,Menard Magawa,,,,,active
CAF_MW_000638,Tamandani Damiano,,,,,active
CAF_MW_000639,Daniel Maulidi,,,,,active
CAF_MW_000173,Micium Mhone,,,,,active
CAF_MW_000640,Precious Manjawira,,,,,active
CAF_MW_000174,Miracle Gabeya,,,,,active
CAF_MW_000641,Davie Chinkhwango,,,,,active
CAF_MW_000175,Moses Gunde,,,,,active
CAF_MW_000642,Hassan Assima,,,,,active
CAF_MW_000176,Moses Matias,,,,,active
CAF_MW_000643,Osman George,,,,,active
CAF_MW_000177,Moses Nyirenda,,,,,active
CAF_MW_000644,Joel Maziya,,,,,active
CAF_MW_000178,Mphatso Magaleta,,,,,active
CAF_MW_000645,Ahmad Ayami,,,,,active
CAF_MW_000179,Muhammad Biason,,,,,active
CAF_MW_000180,Muhammad Sulumba,,,,,active
CAF_MW_000646,Esau Kumwenda,,,,,active
CAF_MW_000647,Kelvin Phiri,,,,,active
CAF_MW_000181,Namazana Chiyundo,,,,,active
CAF_MW_000648,Hassan Madula,,,,,active
CAF_MW_000182,Noah Malizwe,,,,,active
CAF_MW_000649,Gomezgani Maziya,,,,,active
CAF_MW_000183,Olamba Ngese,,,,,active
CAF_MW_000650,Prince Jamali,,,,,active
CAF_MW_000184,Olson Kanjira,,,,,active
CAF_MW_000651,Francis Alfazema,,,,,active
CAF_MW_000185,Owen Leo,,,,,active
CAF_MW_000652,Chawanangwa Mhango,,,,,active
CAF_MW_000186,Patrick Mupanzi,,,,,active
CAF_MW_000653,Vincent Dalileni,,,,,active
CAF_MW_000187,Patrick Phiri,,,,,active
CAF_MW_000654,Samuel Mpinda,,,,,active
CAF_MW_000188,Pemphero Nseula,,,,,active
CAF_MW_000655,Timothy George,,,,,active
CAF_MW_000189,Peter Mbowe,,,,,active
CAF_MW_000656,Willy Demakube,,,,,active
CAF_MW_000190,Petros Kamanga,,,,,active
CAF_MW_000657,Charles Chalaka,,,,,active
CAF_MW_000191,Philip Kagona,,,,,active
CAF_MW_000658,Emmanuel Kaswaswa,,,,,active
CAF_MW_000192,Philip Mtika,,,,,active
CAF_MW_000659,Blessings Masamba,,,,,active
CAF_MW_000193,Phillimon Ndhlove,,,,,active
CAF_MW_000194,Pilirani Banda,,,,,active
CAF_MW_000660,Yamikani Farakeza,,,,,active
CAF_MW_000661,Joel Kachingwe,,,,,active
CAF_MW_000195,Pius Saka,,,,,active
CAF_MW_000662,Emmanuel Mawaya,,,,,active
CAF_MW_000196,Precious Manduwa,,,,,active
CAF_MW_000663,Amidu Yahaya,,,,,active
CAF_MW_000197,Precious Sambani,,,,,active
CAF_MW_000664,Clement Karonga,,,,,active
CAF_MW_000198,Promise Kamwendo,,,,,active
CAF_MW_000665,Evance Banda,,,,,active
CAF_MW_000199,Rabison Eliot,,,,,active
CAF_MW_000666,Blessings Chimwaza,,,,,active
CAF_MW_000200,Precious Maganga,,,,,active
CAF_MW_000667,Razack Ali,,,,,active
CAF_MW_000201,,,,,,active
CAF_MW_000668,Rasul Wabu,,,,,active
CAF_MW_000202,Rafiq Alli,,,,,active
CAF_MW_000669,Fabiano Chimenya,,,,,active
CAF_MW_000203,Raheam Mtondera,,,,,active
CAF_MW_000670,Umali James,,,,,active
CAF_MW_000204,Rajabu Mussa,,,,,active
CAF_MW_000671,Junior Kamdidi,,,,,active
CAF_MW_000205,Ramadan Mtafu,,,,,active
CAF_MW_000672,Victor Kumanda,,,,,active
CAF_MW_000206,Randwell Nyirenda,,,,,active
CAF_MW_000673,Josephy Chirwa,,,,,active
CAF_MW_000207,Rashid Chiromo,,,,,active
CAF_MW_000674,Felix Chibwana,,,,,active
CAF_MW_000208,Rex Chikaya,,,,,active
CAF_MW_000675,Timothy Piyasi,,,,,active
CAF_MW_000209,Richard Cheyo,,,,,active
CAF_MW_000676,Edward Thengo,,,,,active
CAF_MW_000210,Righteous Banda,,,,,active
CAF_MW_000677,John Banda,,,,,active
CAF_MW_000211,Robert Chipeta,,,,,active
CAF_MW_000678,Godfrey Kwiyokwa,,,,,active
CAF_MW_000212,Sambani,,,,,active
CAF_MW_000679,J. Isaac Simfukwe,,,,,active
CAF_MW_000213,Samson Austin,,,,,active
CAF_MW_000680,Isaac Simfukwe,,,,,active
CAF_MW_000214,Samuel Austin,,,,,active
CAF_MW_000681,Nelson Sikaona,,,,,active
CAF_MW_000215,Samuel Patrick,,,,,active
CAF_MW_000682,Manda Zenga,,,,,active
CAF_MW_000216,Samuel Viyuyi,,,,,active
CAF_MW_000683,Oriafo Friday Osagie,,,,,active
CAF_MW_000217,Samuel Zakeyu,,,,,active
CAF_MW_000684,Augustine Njongoroh,,,,,active
CAF_MW_000218,Sebastian Chinsomba,,,,,active
CAF_MW_000685,Olamba Ngesi,,,,,active
CAF_MW_000219,Sebstian Chisomba,,,,,active
CAF_MW_000686,Kenson Mlenga,,,,,active
CAF_MW_000220,Seleman Musa,,,,,active
CAF_MW_000687,Bostoni Daniel,,,,,active
CAF_MW_000221,Shadreck Mikunde,,,,,active
CAF_MW_000688,Winfore Ng'ambi,,,,,active
CAF_MW_000222,Sholigah Stambuli,,,,,active
CAF_MW_000689,Jerrings Kayira,,,,,active
CAF_MW_000223,Simplex Kachingwe,,,,,active
CAF_MW_000690,Vitumbiko Katuya,,,,,active
CAF_MW_000224,Slay Antony,,,,,active
CAF_MW_000691,Temitope Ojeyinka Ebenezer,,,,,active
CAF_MW_000225,Stacia Chibala,,,,,active
CAF_MW_000692,Tuntufye Mwakifwamba,,,,,active
CAF_MW_000226,Stenie Davie,,,,,active
CAF_MW_000693,Suzgo Mwakasinga,,,,,active
CAF_MW_000227,Steve Chitambaya,,,,,active
CAF_MW_000694,Tuntufye Mwalilino,,,,,active
CAF_MW_000228,Steve Malemba,,,,,active
CAF_MW_000695,Julius Banda,,,,,active
CAF_MW_000229,Steve Msiska,,,,,active
CAF_MW_000696,Mtende Mayuni,,,,,active
CAF_MW_000230,Steve Palemeza Jr,,,,,active
CAF_MW_000697,Limbani Manyamba,,,,,active
CAF_MW_000231,Stuart Kalima,,,,,active
CAF_MW_000698,Foster Phiri,,,,,active
CAF_MW_000232,Sylvester Phiri Saizi,,,,,active
CAF_MW_000699,Believe June,,,,,active
CAF_MW_000233,Tafu Fole,,,,,active
CAF_MW_000700,Joseph Kabila,,,,,active
CAF_MW_000234,Tambulani Mwale,,,,,active
CAF_MW_000701,Alista Sindo,,,,,active
CAF_MW_000235,Temwa Ndhlovu,,,,,active
CAF_MW_000702,Chifundo Duwa,,,,,active
CAF_MW_000236,Tendai Phiri,,,,,active
CAF_MW_000703,Blessings Chiku,,,,,active
CAF_MW_000237,Tonic Viyuyi,,,,,active
CAF_MW_000704,Ohmo Kangoma,,,,,active
CAF_MW_000238,Tonny Mbulu,,,,,active
CAF_MW_000705,Alick Julius,,,,,active
CAF_MW_000239,Upile Kapunja,,,,,active
CAF_MW_000706,Mario Nkhoma,,,,,active
CAF_MW_000240,Verson Mudu,,,,,active
CAF_MW_000707,Blessings Kambiri,,,,,active
CAF_MW_000241,Vincent Nyangulu,,,,,active
CAF_MW_000708,Maxwell Makopa,,,,,active
CAF_MW_000242,Vitumbiko Phiri,,,,,active
CAF_MW_000709,John Dyson,,,,,active
CAF_MW_000243,Webster Mzunda,,,,,active
CAF_MW_000710,Brave Zimba,,,,,active
CAF_MW_000244,Westin Nazombe,,,,,active
CAF_MW_000711,Rabson Elliott,,,,,active
CAF_MW_000245,Wilson Jacob,,,,,active
CAF_MW_000712,Maxwell Simfukwe,,,,,active
CAF_MW_000246,Yamikani kazembe,,,,,active
CAF_MW_000713,Depay Banda,,,,,active
CAF_MW_000247,Yamikani Mtalimanja,,,,,active
CAF_MW_000714,Henry Chiwaya,,,,,active
CAF_MW_000248,Yankho Mafuta,,,,,active
CAF_MW_000715,Tawina Phiri,,,,,active
CAF_MW_000249,Yohane Mambo,,,,,active
CAF_MW_000716,Heroes Kaukonde,,,,,active
CAF_MW_000250,Yusuf Namtunga,,,,,active
CAF_MW_000717,Muhamad Paloti,,,,,active
CAF_MW_000251,Zenga Manda,,,,,active
CAF_MW_000718,Justin Tailosi,,,,,active
CAF_MW_000252,Zikani Schinga,,,,,active
CAF_MW_000719,Chisomo Dama,,,,,active
CAF_MW_000253,Anzeru Joseph,,,,,
CAF_MW_000720,Comfort Fukizi,,,,,active
CAF_MW_000254,Mhango,,,,Malawi,active
CAF_MW_000721,Alex Mhango,,,,,active
CAF_MW_000255,Nicholas Oscar,,,,,
CAF_MW_000722,Mike Chuma,,,,,active
CAF_MW_000256,Hestings Malinda,,,,,
CAF_MW_000723,Chikondi Jere,,,,,active
CAF_MW_000257,Kenneth Mwale,,,,,
CAF_MW_000724,Grecious Nsona,,,,,active
CAF_MW_000258,Eckison Paul,,,,,
CAF_MW_000725,Fred Fundi,,,,,active
CAF_MW_000259,Richard Chirwa,,,,,
CAF_MW_000726,Mayamiko Banda,,,,,active
CAF_MW_000260,George Makoko,,,,,
CAF_MW_000727,Kondwani Tuwadya,,,,,active
CAF_MW_000261,Peter Blair,,,,,
CAF_MW_000728,William Kasalika,,,,,active
CAF_MW_000262,Gift Sato,,,,,
CAF_MW_000729,Emmanuel Mthepheya,,,,,active
CAF_MW_000263,Prino Dickson,,,,,
CAF_MW_000730,Fyton William,,,,,active
CAF_MW_000264,Alex Thyangathyanga,,,,,
CAF_MW_000731,Tatu Fole,,,,,active
CAF_MW_000265,Mike Chabisala,,,,,
CAF_MW_000732,Jussa Samson,,,,,active
CAF_MW_000266,Enos Hendeman,,,,,
CAF_MW_000733,Martin Khembo,,,,,active
CAF_MW_000267,Jazeel Banet,,,,,
CAF_MW_000734,Happy Fombe,,,,,active
CAF_MW_000268,Eric Sadia,,,,,
CAF_MW_000735,Macmillan Mwale,,,,,active
CAF_MW_000269,Chastry Kandiado,,,,,
CAF_MW_000736,Enock Chikungu,,,,,active
CAF_MW_000270,David Mwemene,,,,,
CAF_MW_000737,Rahman Mtuma,,,,,active
CAF_MW_000271,Stiel Chirambo,,,,Malawi,active
CAF_MW_000738,Felix Maulana,,,,,active
CAF_MW_000272,Samuel Viyuyu,,,,Malawi,active
CAF_MW_000739,Jack Chitsonga,,,,,active
CAF_MW_000273,Macdonald Chirwa,,,,Malawi,active
CAF_MW_000740,Owen Juma,,,,,active
CAF_MW_000274,Christopher Goman,,,,Malawi,active
CAF_MW_000741,Brian Msowoya,,,,,active
CAF_MW_000275,Lahaman Shaban,,,,Malawi,active
CAF_MW_000742,Gladson Kapalamula,,,,,active
CAF_MW_000276,Crift Msiska,,,,Malawi,active
CAF_MW_000743,John Marino,,,,,active
